,fALFF_sws_total_r,gmd_sws_total_fdr,gmd_sws_total_p,gmd_sws_total_r,parc_name,parcel_name,sws_total,zALFF_sws_total_fdr,zALFF_sws_total_p,zALFF_sws_total_r,zDCbin_sws_total_fdr,zDCbin_sws_total_p,zDCbin_sws_total_r,zDCwei_sws_total_fdr,zDCwei_sws_total_p,zDCwei_sws_total_r,zReHo_sws_total_fdr,zReHo_sws_total_p,zReHo_sws_total_r,zfALFF_sws_total_bonferroni,zfALFF_sws_total_fdr,zfALFF_sws_total_p,zfALFF_sws_total_r
0,0.067268222470055,,0.23112770806656,0.033909297481804,17Networks_17,gmd_17Networks_17zReHo_17Networks_17fALFF_17Networks_17zDCwei_17Networks_17,0.097195436170247,,0.115192712597133,,,0.744483796654898,,,0.688717767441979,-0.005426199185232,,0.330872790444334,0.00144411540362,,,0.735712448124332,
1,0.029139207684444,,0.323083311759709,-0.092583855602903,17Networks_16,gmd_17Networks_16zReHo_17Networks_16fALFF_17Networks_16zDCwei_17Networks_16,-0.054152092838733,,0.274130052042997,,,0.552571325689546,,,0.522871723588441,-0.040846164577783,,0.796419971413015,0.050138719657509,,,0.614561462246972,
2,0.072161648089593,,0.521962285847671,-0.072050507774911,17Networks_15,gmd_17Networks_15zReHo_17Networks_15fALFF_17Networks_15zDCwei_17Networks_15,0.099972157208679,,0.42628920294105,,,0.199012934818243,,,0.192753883214913,-0.001432179971861,0.044540428762109,0.038885740892488,0.101293196865858,,,0.105121475840751,
3,0.094398401906705,,0.666003194258502,-0.015831396004142,17Networks_14,gmd_17Networks_14zReHo_17Networks_14fALFF_17Networks_14zDCwei_17Networks_14,0.112415298869264,,0.65082571871613,,,0.650018761526966,,,0.549601364930093,-0.016478078538303,,0.595503687760262,0.050326371505004,,,0.855993637324184,
4,0.073949746816241,,0.360521358561534,-0.054018150618178,17Networks_13,gmd_17Networks_13zReHo_17Networks_13fALFF_17Networks_13zDCwei_17Networks_13,0.053832548046543,,0.903114086648848,,,0.796748921607604,,,0.823361989403748,0.000465184451822,,0.591608709249471,0.033435767396658,,,0.694378037174453,
5,0.104250942927002,,0.757080465719908,-0.0274427856543,17Networks_12,gmd_17Networks_12zReHo_17Networks_12fALFF_17Networks_12zDCwei_17Networks_12,0.104841670664556,,0.198209251779513,,,0.786555884069915,,,0.667677802932012,0.018393629029436,,0.468106478463424,0.009639884362418,,,0.677163434619578,
6,0.112415938773883,,0.649129527374939,-0.020506110473178,17Networks_11,gmd_17Networks_11zReHo_17Networks_11fALFF_17Networks_11zDCwei_17Networks_11,0.210853481950895,,0.571871957662215,,,0.070105059685494,,,0.058927948426996,0.024667030554004,,0.069618345569106,0.094276623096186,,,0.07996187631133,
7,0.150428224388061,,0.577229449692109,-0.049198827414386,17Networks_10,gmd_17Networks_10zReHo_17Networks_10fALFF_17Networks_10zDCwei_17Networks_10,0.210804467708316,,0.582847916201873,,,0.872714105195349,,,0.824920056642567,0.023845630731712,,0.462627265384528,0.085729440002929,,,0.480544637138691,
8,0.120258929254959,,0.874711675229719,-0.070913166020503,17Networks_9,gmd_17Networks_9zReHo_17Networks_9fALFF_17Networks_9zDCwei_17Networks_9,0.253053413551,,0.482035687505031,,0.048666690964411,0.046272023632852,,0.044540428762109,0.038468330575576,0.094811376867452,,0.083035183792197,0.108896273449092,,0.04447808578329,0.036624224903133,
9,0.081673369611348,,0.868761347085412,-0.10114989834934,17Networks_8,gmd_17Networks_8zReHo_17Networks_8fALFF_17Networks_8zDCwei_17Networks_8,0.084884002657071,,0.498216807455384,,,0.821305479494229,,,0.737367800542303,0.049959582654852,,0.303514522997134,0.054400948740211,,,0.135098598568634,
10,0.165939594572721,,0.708255089420955,-0.080344744410279,17Networks_7,gmd_17Networks_7zReHo_17Networks_7fALFF_17Networks_7zDCwei_17Networks_7,0.260524929041251,,0.588596353601239,,,0.515724382956766,,,0.501789226896151,0.088133850989967,,0.345795314023941,0.086796227888842,,,0.444543237050854,
11,0.134588015320785,,0.762648168944931,-0.037304461499495,17Networks_6,gmd_17Networks_6zReHo_17Networks_6fALFF_17Networks_6zDCwei_17Networks_6,0.20190389979779,,0.32575525671558,,,0.883772162252836,,,0.883264720100212,0.047873962917086,,0.879773410181903,0.056746383059414,,,0.906945042920152,
12,0.167828744230407,,0.774504582031169,0.020322605429972,17Networks_5,gmd_17Networks_5zReHo_17Networks_5fALFF_17Networks_5zDCwei_17Networks_5,0.445654850431708,,0.314248771682844,,,0.174560988619599,,,0.205081094558582,0.112053018467611,,0.326724668656203,0.145450482303718,,,0.121006554974355,
13,0.220247779283991,,0.358469655651875,-0.080551349906212,17Networks_4,gmd_17Networks_4zReHo_17Networks_4fALFF_17Networks_4zDCwei_17Networks_4,0.35452250675907,,0.233037979705785,,,0.572879175913743,,,0.64839616440427,0.056632771340665,,0.467326191948373,0.158193306040626,,,0.344617170354527,
14,0.185444825886929,,0.572506454377647,-0.108630619246126,17Networks_3,gmd_17Networks_3zReHo_17Networks_3fALFF_17Networks_3zDCwei_17Networks_3,0.223553814277621,,0.393186976973045,,,0.555984221518942,,,0.560715185877953,0.05953645007942,,0.559302879905195,0.087203157557398,,,0.255550189980487,
15,0.184297083069558,,0.470149858898666,0.004801224361363,17Networks_2,gmd_17Networks_2zReHo_17Networks_2fALFF_17Networks_2zDCwei_17Networks_2,0.406268681723793,0.041309255498928,0.027602809861947,,,0.868872511637991,,,0.718769985054549,0.07006726575315,,0.126662331011472,0.147103108539722,,0.04961052048189,0.049088229415507,
16,0.122383234730092,,0.668085153206637,-0.013638798146804,17Networks_1,gmd_17Networks_1zReHo_17Networks_1fALFF_17Networks_1zDCwei_17Networks_1,0.137422017503182,0.009778574333817,0.000357372446633,,,0.158978650829029,,,0.142257891110048,-0.026241843334503,,0.961522801181352,0.054919424254397,,,0.960716264714545,
17,,,0.679479618228362,-0.064798360908185,17Networks_RH_TempPar_3,gmd_17Networks_RH_TempPar_3zDCwei_17Networks_RH_TempPar_3zDCbin_17Networks_RH_TempPar_3zReHo_17Networks_RH_TempPar_3zfALFF_17Networks_RH_TempPar_3zALFF_17Networks_RH_TempPar_3,-0.508275170599925,,0.055120907130527,-0.063819320567859,,0.153509639823155,-0.143353234208931,,0.141065481042092,-0.126468349653009,,0.33615402155331,-0.062552784675451,,,0.155742965015853,-0.04728312058649
18,,0.026109301883924,0.00492644762162,0.021727512012144,lPFtha_R,gmd_lPFtha_RzReHo_lPFtha_RzfALFF_lPFtha_RzALFF_lPFtha_RzDCwei_lPFtha_RzDCbin_lPFtha_R,0.601442458762791,,0.136912662145648,0.119685109322984,,0.175824934689912,0.131498236449232,,0.075520126710205,0.169420542337248,,0.308264053574494,0.102476195094128,,,0.615562530105493,0.056634863547055
19,,,0.753709247306691,0.017940263882191,lPFtha_L,gmd_lPFtha_LzReHo_lPFtha_LzfALFF_lPFtha_LzALFF_lPFtha_LzDCwei_lPFtha_LzDCbin_lPFtha_L,0.828005362593261,,0.602102645068136,0.045231327493564,0.043909520788104,0.032327088139274,0.203042188402691,0.035961099656752,0.017838970695869,0.222317339533609,,0.099688950110681,0.158099340940633,,0.04447808578329,0.037495387653992,0.181374902340573
20,,,0.097370387648998,-0.001136444489754,cTtha_R,gmd_cTtha_RzReHo_cTtha_RzfALFF_cTtha_RzALFF_cTtha_RzDCwei_cTtha_RzDCbin_cTtha_R,0.435327912413983,,0.065841673079367,0.155848324999543,,0.398281075601831,0.086031952614936,,0.347323472018775,0.094965433117339,,0.984397158533692,0.013879729402381,,,0.392678722683345,0.085738916769538
21,,,0.178361092285372,0.023222721128776,cTtha_L,gmd_cTtha_LzReHo_cTtha_LzfALFF_cTtha_LzALFF_cTtha_LzDCwei_cTtha_LzDCbin_cTtha_L,0.716638517840761,,0.084726700182544,0.12647387870848,,0.145275952934451,0.142849711258819,,0.106648198280737,0.156057341105719,,0.338779648145238,0.097446352931816,,0.04961052048189,0.049415203472119,0.170588512707151
22,,,0.62643282930957,0.035182605347434,Otha_R,gmd_Otha_RzReHo_Otha_RzfALFF_Otha_RzALFF_Otha_RzDCwei_Otha_RzDCbin_Otha_R,0.63842950604332,,0.079348284670455,0.122352669990891,,0.183329633618426,0.130666670931466,,0.163807238744562,0.135390532170466,,0.500186784514993,0.073440322762016,,,0.122933354215917,0.141396704841047
23,,,0.939010552750728,0.025455219595051,Otha_L,gmd_Otha_LzReHo_Otha_LzfALFF_Otha_LzALFF_Otha_LzDCwei_Otha_LzDCbin_Otha_L,0.74876310344866,,0.378696407721762,0.075881449749825,,0.230702537440031,0.122749600381251,,0.197938370108638,0.130348768402255,,0.058221011237289,0.184986826284497,,0.041309255498928,0.027026618658234,0.209341239035781
24,,,0.581378275044051,0.031784394757525,PPtha_R,gmd_PPtha_RzReHo_PPtha_RzfALFF_PPtha_RzALFF_PPtha_RzDCwei_PPtha_RzDCbin_PPtha_R,0.646999051812505,,0.055357765248928,0.139781746890946,,0.339231429033507,0.098310808749472,,0.257338910567152,0.114021508061926,,0.281976158382341,0.108442169354635,,,0.089632284179122,0.154658423998001
25,,,0.257652323407794,0.029700193456066,PPtha_L,gmd_PPtha_LzReHo_PPtha_LzfALFF_PPtha_LzALFF_PPtha_LzDCwei_PPtha_LzDCbin_PPtha_L,0.641615198599604,,0.216678722507748,0.102666918711979,,0.236044570266042,0.117995593931952,,0.205770006570931,0.12462208976138,,0.267439819210037,0.111020532136994,,,0.068797979302977,0.155609870601233
26,,,0.559059749131505,-0.043167310169879,rTtha_R,gmd_rTtha_RzReHo_rTtha_RzfALFF_rTtha_RzALFF_rTtha_RzDCwei_rTtha_RzDCbin_rTtha_R,0.687374202028099,,0.416241872422291,0.068852094029363,,0.070725107622283,0.175274251109585,,0.058660426234244,0.1819823166373,,0.333215744964851,0.097777906745091,,0.035628445120417,0.017109344762277,0.206654943676639
27,,,0.22449107296352,-0.022110957373117,rTtha_L,gmd_rTtha_LzReHo_rTtha_LzfALFF_rTtha_LzALFF_rTtha_LzDCwei_rTtha_LzDCbin_rTtha_L,0.525168947619935,,0.408070891821776,0.070556336752707,,0.429376622724409,0.08591241549805,,0.424549351314101,0.085632222017513,,0.276710575581557,0.105799931019359,,0.042336998359683,0.029169191783246,0.199378999705423
28,,,0.187142414417945,0.022155927697741,Stha_R,gmd_Stha_RzReHo_Stha_RzfALFF_Stha_RzALFF_Stha_RzDCwei_Stha_RzDCbin_Stha_R,0.7792101273625,,0.098962058419168,0.124135814403517,,0.236330576454488,0.117249151888891,,0.14242131365626,0.14276366652416,,0.09774008467918,0.155512502032255,,0.032136943545218,0.01116923780351,0.217393064815936
29,,,0.102727882166453,0.024847711804039,Stha_L,gmd_Stha_LzReHo_Stha_LzfALFF_Stha_LzALFF_Stha_LzDCwei_Stha_LzDCbin_Stha_L,0.737213490257722,,0.459801277418805,0.065008505230549,,0.146295318050529,0.14364842545539,,0.118829535942428,0.152837704133045,,0.117148029097522,0.149669471716475,,0.038103752608513,0.020552024044749,0.201201671918224
30,,,0.829653068950773,0.015888492337979,mPMtha_R,gmd_mPMtha_RzReHo_mPMtha_RzfALFF_mPMtha_RzALFF_mPMtha_RzDCwei_mPMtha_RzDCbin_mPMtha_R,0.696602401311402,,0.305501023809335,0.086072967291604,,0.118836911624237,0.14976096510496,,0.080260716455525,0.166063616171242,,0.084822883275491,0.159719514559344,,,0.167038994171638,0.119096845846273
31,,,0.840789905744792,0.023571933536702,mPMtha_L,gmd_mPMtha_LzReHo_mPMtha_LzfALFF_mPMtha_LzALFF_mPMtha_LzDCwei_mPMtha_LzDCbin_mPMtha_L,0.939085860720824,,0.18464762531113,0.113064826528163,0.036364928127434,0.018447579531815,0.224094950691845,0.03444788297338,0.015132104959935,0.229585803201891,,0.140633632552245,0.138204716064424,,0.033089177551158,0.013125333624664,0.210563630697799
32,,,0.79243974721046,0.019669357218301,mPFtha_R,gmd_mPFtha_RzReHo_mPFtha_RzfALFF_mPFtha_RzALFF_mPFtha_RzDCwei_mPFtha_RzDCbin_mPFtha_R,0.569034283874573,,0.344623191672595,0.078097982517193,,0.203045741211637,0.125075231740684,,0.250826296154722,0.11293868945682,,0.19781745518603,0.124132254034554,,,0.25170841351997,0.109120768907021
33,,,0.592324376930035,0.017320311907142,mPFtha_L,gmd_mPFtha_LzReHo_mPFtha_LzfALFF_mPFtha_LzALFF_mPFtha_LzDCwei_mPFtha_LzDCbin_mPFtha_L,0.683600745161261,,0.466318365557933,0.061972483499379,,0.12850713075736,0.148606007095288,,0.167432420131056,0.134952233951901,,0.158405599955841,0.137264311228963,,0.04961052048189,0.048762042303314,0.183485397478588
34,,,0.41754667166292,0.017971628048772,dlPu_R,gmd_dlPu_RzReHo_dlPu_RzfALFF_dlPu_RzALFF_dlPu_RzDCwei_dlPu_RzDCbin_dlPu_R,0.044667096064981,,0.216449044827549,-0.120355605133386,,0.153351421229694,0.141090782199985,,0.151407127469401,0.140850576732115,,0.820872030768608,-0.010438145217786,,,0.098795120082464,-0.124452140564719
35,,0.04276510218173,0.029800878291993,0.033677879655048,dlPu_L,gmd_dlPu_LzReHo_dlPu_LzfALFF_dlPu_LzALFF_dlPu_LzDCwei_dlPu_LzDCbin_dlPu_L,0.621312078386245,,0.625691731215255,0.041952186499195,,0.076865584736338,0.173267873688553,0.041309255498928,0.027432493077094,0.211206872653939,,0.374895519800382,0.09240032618582,,,0.562198446622751,0.06880693970369
36,,,0.164399833961065,0.028959104536906,dCa_R,gmd_dCa_RzReHo_dCa_RzfALFF_dCa_RzALFF_dCa_RzDCwei_dCa_RzDCbin_dCa_R,-0.126422847150713,,0.923703749041565,0.001732764376036,,0.868216239177673,0.025252742895785,,0.783995150828338,0.034853651441346,,0.236559052077741,-0.097037093121013,,,0.097249814111438,-0.120184017279773
37,,,0.186845332108229,0.086365455590476,dCa_L,gmd_dCa_LzReHo_dCa_LzfALFF_dCa_LzALFF_dCa_LzDCwei_dCa_LzDCbin_dCa_L,-0.025675648342426,0.048666690964411,0.046413233682002,0.178183984480047,,0.697612742744088,-0.025891748659313,,0.655338823613455,-0.031161308345614,,0.116955585899557,-0.133594676923014,,,0.197198511805988,-0.099577354485008
38,,,0.41490432506412,0.027476339131415,vmPu_R,gmd_vmPu_RzReHo_vmPu_RzfALFF_vmPu_RzALFF_vmPu_RzDCwei_vmPu_RzDCbin_vmPu_R,-0.097886839515028,,0.41638285194,-0.079425880781062,,0.569618635871735,0.063019784706254,,0.500968338233718,0.072341468427296,,0.41484300174438,-0.067226242712468,,,0.138791721371744,-0.114072308286463
39,,,0.634863223130096,0.025892384701929,vmPu_L,gmd_vmPu_LzReHo_vmPu_LzfALFF_vmPu_LzALFF_vmPu_LzDCwei_vmPu_LzDCbin_vmPu_L,0.145236310910294,,0.803341597638176,-0.013199473144705,,0.453248110420591,0.0800203073556,,0.42273478139275,0.084117604806221,,0.705463196078102,-0.022131090846778,,,0.770974985420075,-0.009463421961973
40,,,0.573089590833634,0.051508520616928,NAC_R,gmd_NAC_RzReHo_NAC_RzfALFF_NAC_RzALFF_NAC_RzDCwei_NAC_RzDCbin_NAC_R,0.245617750457698,,0.841212206226216,-0.011209694513992,,0.941602465273181,0.005243357997005,,0.892396885896102,0.023710496868199,,0.475032322286174,0.071647918438173,,,0.308382580816421,0.104717151051385
41,,,0.692199954042748,0.046106259843171,NAC_L,gmd_NAC_LzReHo_NAC_LzfALFF_NAC_LzALFF_NAC_LzDCwei_NAC_LzDCbin_NAC_L,0.391596853442788,,0.90944348332105,0.002773113529905,,0.630643382476407,0.055500837800455,,0.644245554858775,0.052780189865349,,0.446625829118731,0.081275489359181,,,0.110010882255366,0.153160963044727
42,,,0.838659568498387,0.022450353037371,GP_R,gmd_GP_RzReHo_GP_RzfALFF_GP_RzALFF_GP_RzDCwei_GP_RzDCbin_GP_R,0.207064580652455,,0.549135549300832,-0.054227895696112,,0.626929552997075,0.056767741891477,,0.541224957492761,0.067885369630118,,0.79201697186309,0.03657513105385,,,0.472954625699418,0.077613880735751
43,,,0.698546371578985,0.055510094664828,GP_L,gmd_GP_LzReHo_GP_LzfALFF_GP_LzALFF_GP_LzDCwei_GP_LzDCbin_GP_L,0.230124301412312,,0.949567593074602,0.010452413145447,,0.66285818335989,0.051819606661809,,0.611678514686967,0.058192130730497,,0.996441509761294,0.009938440938571,,,0.749364139455381,0.04421161527116
44,,,0.387256718599243,0.049057120750954,vCa_R,gmd_vCa_RzReHo_vCa_RzfALFF_vCa_RzALFF_vCa_RzDCwei_vCa_RzDCbin_vCa_R,-0.078217003388441,,0.075891575282264,-0.15058077529554,,0.726951402368181,0.042984512214717,,0.657268961675024,0.051044450508697,,0.989933173586198,0.011107222255363,,,0.26545607090891,-0.081829533822632
45,,,0.924608701311422,0.006171007458605,vCa_L,gmd_vCa_LzReHo_vCa_LzfALFF_vCa_LzALFF_vCa_LzDCwei_vCa_LzDCbin_vCa_L,-0.153416249761957,,0.984114394753801,0.011721461354518,,0.800405902273949,-0.01534128029404,,0.939273765827608,0.015225921523549,,0.413820313519186,-0.059528680059178,,,0.12713554716499,-0.111664679745411
46,,,0.421634078111609,0.000891522863629,cHipp_R,gmd_cHipp_RzReHo_cHipp_RzfALFF_cHipp_RzALFF_cHipp_RzDCwei_cHipp_RzDCbin_cHipp_R,0.026124832069456,,0.958550964827548,-0.002949597446037,,0.980624255953047,0.010067895990135,,0.859336804171853,-0.008688181425239,,0.932559493351615,0.010274384652336,,,0.925677862993047,0.016528807434632
47,,,0.983210143644854,0.087214192292787,cHipp_L,gmd_cHipp_LzReHo_cHipp_LzfALFF_cHipp_LzALFF_cHipp_LzDCwei_cHipp_LzDCbin_cHipp_L,0.742644870040674,,0.975323407892789,-0.003626461409097,,0.459975922975102,0.077012317079148,,0.496315828604114,0.071129632090186,0.039714234785231,0.022543502459788,0.212114075969472,,0.014855420518547,0.001226014380402,0.298801114018178
48,,,0.292346530761943,0.044479704691948,rHipp_R,gmd_rHipp_RzReHo_rHipp_RzfALFF_rHipp_RzALFF_rHipp_RzDCwei_rHipp_RzDCbin_rHipp_R,0.534665141948904,,0.664375498698972,-0.032694207338113,,0.40313705038708,0.08824855475071,,0.399575795350497,0.087698331910047,,0.188872141751447,0.122820037425515,,0.033089177551158,0.013099360206228,0.224112720508797
49,,,0.305088298872305,0.022684827566558,rHipp_L,gmd_rHipp_LzReHo_rHipp_LzfALFF_rHipp_LzALFF_rHipp_LzDCwei_rHipp_LzDCbin_rHipp_L,0.69994619205413,,0.790090935378652,-0.017343694149184,,0.254834017008815,0.114487248729486,,0.19314490680341,0.128850476789149,,0.26115554447323,0.109047403267967,0.026328745336531,0.006447047112337,0.000103656477703,0.342219929850154
50,,,0.850927693835503,0.052922811294057,lAmyg_R,gmd_lAmyg_RzReHo_lAmyg_RzfALFF_lAmyg_RzALFF_lAmyg_RzDCwei_lAmyg_RzDCbin_lAmyg_R,0.694713240332295,,0.906988090051777,-0.002184767032216,,0.15970830152201,0.139176607694071,,0.150595724503079,0.141331189863919,,0.13674693952844,0.137789437961445,,0.029898253386518,0.009473238494009,0.225677960551019
51,,,0.216150077116538,-0.001316612816585,lAmyg_L,gmd_lAmyg_LzReHo_lAmyg_LzfALFF_lAmyg_LzALFF_lAmyg_LzDCwei_lAmyg_LzDCbin_lAmyg_L,0.5032503987353,,0.973425993437681,0.006587964774027,,0.362177697014944,0.093693678411593,,0.310741676915128,0.102625602821056,,0.327531142870152,0.094404291730028,,0.03444788297338,0.01497995872473,0.207255473815181
52,,,0.652285241366617,0.072771271579691,mAmyg_R,gmd_mAmyg_RzReHo_mAmyg_RzfALFF_mAmyg_RzALFF_mAmyg_RzDCwei_mAmyg_RzDCbin_mAmyg_R,0.717012868611619,,0.718228982215205,-0.020306419476682,,0.178249542252419,0.127222338132813,,0.135909509888987,0.140063559667286,,0.247071368811467,0.110026355173393,,0.014855420518547,0.001136830084872,0.287235763535118
53,,,0.312320706578534,-0.026372876522479,mAmyg_L,gmd_mAmyg_LzReHo_mAmyg_LzfALFF_mAmyg_LzALFF_mAmyg_LzDCwei_mAmyg_LzDCbin_mAmyg_L,0.638899960272084,,0.323138110268428,-0.084298848435702,,0.332827699191373,0.095763242351481,,0.358865723644457,0.090624700756244,0.033089177551158,0.013143283978538,0.22466052707096,0.037395052228372,0.006447047112337,0.000147224615072,0.33852321505158
54,,,0.369068086045035,-0.005778367913223,17Networks_RH_TempPar_2,gmd_17Networks_RH_TempPar_2zDCwei_17Networks_RH_TempPar_2zDCbin_17Networks_RH_TempPar_2zReHo_17Networks_RH_TempPar_2zfALFF_17Networks_RH_TempPar_2zALFF_17Networks_RH_TempPar_2,-0.875805542383229,,0.14120173946381,-0.312156583640337,,0.585888667477235,-0.198715418311776,,0.631596656712713,-0.199382217202971,,0.802836197706789,-0.043777842316023,,,0.746873680409191,-0.115995112998899
55,,,0.102052755855869,0.14088486266329,17Networks_RH_TempPar_1,gmd_17Networks_RH_TempPar_1zDCwei_17Networks_RH_TempPar_1zDCbin_17Networks_RH_TempPar_1zReHo_17Networks_RH_TempPar_1zfALFF_17Networks_RH_TempPar_1zALFF_17Networks_RH_TempPar_1,0.275165947732221,,0.432638395881007,-0.101321634344297,,0.487733263614485,0.028089177387106,,0.453900880335522,0.029284466118932,,0.475207103057814,0.065213437780251,,,0.259865603854853,0.113015638126939
56,,,0.240115954475888,0.066931472833756,17Networks_RH_DefaultC_PHC_1,gmd_17Networks_RH_DefaultC_PHC_1zDCwei_17Networks_RH_DefaultC_PHC_1zDCbin_17Networks_RH_DefaultC_PHC_1zReHo_17Networks_RH_DefaultC_PHC_1zfALFF_17Networks_RH_DefaultC_PHC_1zALFF_17Networks_RH_DefaultC_PHC_1,-0.592915249662358,,0.44902326626759,-0.125967121314389,,0.248663279979962,-0.191921698815291,,0.328550714746824,-0.183299708184803,,0.799626872502129,-0.124548838325929,,,0.187931693439336,-0.034109355855702
57,,,0.502999546963512,0.012980306400427,17Networks_RH_DefaultC_Rsp_1,gmd_17Networks_RH_DefaultC_Rsp_1zDCwei_17Networks_RH_DefaultC_Rsp_1zDCbin_17Networks_RH_DefaultC_Rsp_1zReHo_17Networks_RH_DefaultC_Rsp_1zfALFF_17Networks_RH_DefaultC_Rsp_1zALFF_17Networks_RH_DefaultC_Rsp_1,0.103689162347065,,0.989960620906804,-0.06437708257174,,0.609279050435475,0.083347529184216,,0.567822889899813,0.097568191539283,,0.90250327989139,0.042137285519084,,,0.709211550307105,-0.067967067724205
58,,,0.400013831065206,0.010661091194333,17Networks_RH_DefaultB_PFCv_2,gmd_17Networks_RH_DefaultB_PFCv_2zDCwei_17Networks_RH_DefaultB_PFCv_2zDCbin_17Networks_RH_DefaultB_PFCv_2zReHo_17Networks_RH_DefaultB_PFCv_2zfALFF_17Networks_RH_DefaultB_PFCv_2zALFF_17Networks_RH_DefaultB_PFCv_2,-0.337387814184471,,0.2120508811873,-0.117974798178101,,0.531607523013771,-0.030961785492365,,0.592846895071239,-0.023969797121697,,0.67133766966837,-0.029938110338387,,,0.147879743383541,-0.145204414248254
59,,,0.588940374260644,0.000990258564431,17Networks_RH_DefaultB_PFCv_1,gmd_17Networks_RH_DefaultB_PFCv_1zDCwei_17Networks_RH_DefaultB_PFCv_1zDCbin_17Networks_RH_DefaultB_PFCv_1zReHo_17Networks_RH_DefaultB_PFCv_1zfALFF_17Networks_RH_DefaultB_PFCv_1zALFF_17Networks_RH_DefaultB_PFCv_1,-0.015956588006149,,0.239198208070658,-0.034155682494684,,0.976222983593741,-0.010556379728415,,0.88045497021307,0.008476923980702,,0.834853088506036,-0.043287920784603,,,0.303960815856413,0.06257621245642
60,,,0.18659449723223,0.106977502058165,17Networks_RH_DefaultB_PFCd_1,gmd_17Networks_RH_DefaultB_PFCd_1zDCwei_17Networks_RH_DefaultB_PFCd_1zDCbin_17Networks_RH_DefaultB_PFCd_1zReHo_17Networks_RH_DefaultB_PFCd_1zfALFF_17Networks_RH_DefaultB_PFCd_1zALFF_17Networks_RH_DefaultB_PFCd_1,0.33746303008162,,0.14563520807728,0.18134528970916,,0.327566878953352,0.028398843511517,,0.417951074965558,0.037643737896357,,0.710274968125476,0.098430293603879,,,0.096110917306173,-0.115332636697458
61,,,0.289099662370404,-0.103635856205317,17Networks_RH_DefaultA_PFCm_1,gmd_17Networks_RH_DefaultA_PFCm_1zDCwei_17Networks_RH_DefaultA_PFCm_1zDCbin_17Networks_RH_DefaultA_PFCm_1zReHo_17Networks_RH_DefaultA_PFCm_1zfALFF_17Networks_RH_DefaultA_PFCm_1zALFF_17Networks_RH_DefaultA_PFCm_1,0.312883256688538,,0.830645823282241,0.139752100253409,,0.11162940096967,0.111570989402098,,0.064994376006985,0.120071371479131,,0.989189304531104,0.186700641417554,,,0.92974136780802,-0.141575989658337
62,,,0.173732756972764,0.14825747622211,17Networks_RH_DefaultA_pCunPCC_1,gmd_17Networks_RH_DefaultA_pCunPCC_1zDCwei_17Networks_RH_DefaultA_pCunPCC_1zDCbin_17Networks_RH_DefaultA_pCunPCC_1zReHo_17Networks_RH_DefaultA_pCunPCC_1zfALFF_17Networks_RH_DefaultA_pCunPCC_1zALFF_17Networks_RH_DefaultA_pCunPCC_1,0.0317183727249,,0.405979204821081,0.067976075843833,,0.559982509462809,0.041576944353337,,0.3968672576071,0.048156542421465,,0.148065505874591,-0.153932494422565,,,0.520922713231665,-0.12031617169328
